Title,Date
"Jornada nas estrelas: Temporada 3: A teia tholiana","08/01/2018"
"O Lugar Prometido em Nossa Juventude","07/01/2018"
"After Trek: Temporada 1: Episódio 1","06/01/2018"
"Jornada nas estrelas: Temporada 3: A marca de Gideon","06/01/2018"
"Jornada nas estrelas: Temporada 1: Missão de misericórdia","04/01/2018"
"O Nome da Rosa","03/01/2018"
"Black Mirror: Temporada 4: USS Callister","31/12/2017"
"LEGO Star Wars: The Yoda Chronicles: Temporada 1: O clone fantasma","30/12/2017"
"Era uma vez: Temporada 2: Maldição quebrada","29/12/2017"
"Batendo Novamente: Temporada 1: Episódio 1","29/12/2017"
"Your Name","29/12/2017"
"Jornada nas Estrelas: A nova geração: Temporada 4: Contatos Imediatos","27/12/2017"
"The Crown: Temporada 2: Homem misterioso","23/12/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Quando o Conhecimento Venceu o Medo","23/12/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Coisas que as Moléculas Fazem","21/12/2017"
"Jornada nas Estrelas: A nova geração: Temporada 3: Elo Perdido","21/12/2017"
"The Crown: Temporada 2: Paterfamilias","20/12/2017"
"The Crown: Temporada 2: Cara Sra. Kennedy","19/12/2017"
"Star Trek: Discovery: Temporada 1: Se queres a paz, prepara-te para a Guerra","19/12/2017"
"Star Trek: Discovery: Temporada 1: Magia para fazer o homem mais são ficar louco","18/12/2017"
"The Crown: Temporada 2: Matrimonium","17/12/2017"
"Star Trek: Enterprise: Temporada 4: Reflexo sombrio - parte 1","17/12/2017"
"The Crown: Temporada 2: Vergangenheit","17/12/2017"
"Star Trek: Enterprise: Temporada 4: Amarrados","17/12/2017"
"The Crown: Temporada 2: Marionetes","16/12/2017"
"The Crown: Temporada 2: Beryl","11/12/2017"
"The Crown: Temporada 2: Lisboa","11/12/2017"
"The Crown: Temporada 2: Uma companhia masculina","10/12/2017"
"The Crown: Temporada 2: Desventura","10/12/2017"
"Marvel - O Justiceiro: Temporada 1: Três da madrugada","08/12/2017"
"Star Trek: Enterprise: Temporada 4: Babel 1","06/12/2017"
"Armadilhas do Amor","06/12/2017"
"Star Trek – A Série Animada: Temporada 2: Paralelos","06/12/2017"
"Star Trek: Enterprise: Temporada 4: Daedelus","27/11/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: O caminho do guerreiro","22/11/2017"
"Star Trek: Voyager: Temporada 7: Profecia","20/11/2017"
"Jornada nas estrelas: Temporada 1: Miri","20/11/2017"
"Jornada nas estrelas: Temporada 1: Onde nenhum homem jamais esteve","19/11/2017"
"After Trek: Temporada 1: Episódio 8","16/11/2017"
"After Trek: Temporada 1: Episódio 3","15/11/2017"
"After Trek: Temporada 1: Episódio 7","13/11/2017"
"Jornada nas Estrelas: A nova geração: Temporada 4: Irmãos","10/11/2017"
"Jornada nas Estrelas: A nova geração: Temporada 3: Sarek","10/11/2017"
"After Trek: Temporada 1: Episódio 2","10/11/2017"
"Star Trek: Voyager: Temporada 4: O jogo da morte: Parte 1","10/11/2017"
"Star Trek: Voyager: Temporada 2: Simulacros","10/11/2017"
"The Captains","06/11/2017"
"Star Trek: Enterprise: Temporada 4: Kir'Shara","05/11/2017"
"Star Trek: Enterprise: Temporada 4: O despertar","05/11/2017"
"After Trek: Temporada 1: Episódio 6","04/11/2017"
"Chaos on the Bridge","04/11/2017"
"Nossas Noites","03/11/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: Juramento de sangue","03/11/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Fogo cruzado","03/11/2017"
"Jornada nas estrelas: Temporada 2: Problemas aos pingos","01/11/2017"
"Star Trek: Enterprise: Temporada 4: No deserto de Vulcano","30/10/2017"
"Jornada nas estrelas: Temporada 1: O punhal imaginário","30/10/2017"
"Star Trek: Enterprise: Temporada 4: Os aumentados","30/10/2017"
"Star Trek: Enterprise: Temporada 4: Estação Polar 12","29/10/2017"
"After Trek: Temporada 1: Episódio 5","29/10/2017"
"Star Trek: Enterprise: Temporada 4: Fronteira","23/10/2017"
"Star Trek: Enterprise: Temporada 4: Lar","23/10/2017"
"After Trek: Temporada 1: Episódio 4","22/10/2017"
"Jornada nas estrelas: Temporada 1: As mulheres de Mudd","22/10/2017"
"Jornada nas estrelas: Temporada 1: O demônio da escuridão","19/10/2017"
"Star Trek: Enterprise: Temporada 4: Os aenars","17/10/2017"
"Star Trek: Enterprise: Temporada 2: Julgamento","16/10/2017"
"Star Trek: Enterprise: Temporada 2: Cessar-fogo","25/09/2017"
"Star Trek: Enterprise: Temporada 2: Estigma","25/09/2017"
"Jornada nas Estrelas: A nova geração: Temporada 6: A Busca","24/09/2017"
"Jornada nas Estrelas: A nova geração: Temporada 6: Lições","18/09/2017"
"Jornada nas Estrelas: A nova geração: Temporada 7: Conhece-te a Ti Mesmo","04/09/2017"
"Star Trek: Enterprise: Temporada 2: Amanhecer","04/09/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Sala Limpa","31/08/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: O Visionário da Eletricidade","21/08/2017"
"Star Trek: Enterprise: Temporada 2: A passarela","31/07/2017"
"Star Trek: Enterprise: Temporada 2: Carga preciosa","24/07/2017"
"Star Trek: Enterprise: Temporada 2: Ponto de fuga","27/05/2017"
"Star Trek: Enterprise: Temporada 2: Singularidade","20/05/2017"
"Star Trek: Enterprise: Temporada 2: O comunicador","08/05/2017"
"Star Trek: Enterprise: Temporada 2: O sétimo","16/04/2017"
"Star Trek: Enterprise: Temporada 2: Saqueadores","16/04/2017"
"Star Trek: Enterprise: Temporada 2: Uma noite na enfermaria","15/04/2017"
"Star Trek: Enterprise: Temporada 2: Ponto morto","15/04/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Paraíso perdido","10/04/2017"
"O Sol é para Todos","10/04/2017"
"Sherlock: Temporada 3: O sinal dos três","09/04/2017"
"Um Conto De Natal","02/04/2017"
"Como não Esquecer essa Garota","27/03/2017"
"Monty Python - O Sentido da Vida","26/03/2017"
"Star Trek: Enterprise: Temporada 1: Travessia no deserto","25/03/2017"
"Star Trek: Enterprise: Temporada 1: Herói em decadência","23/03/2017"
"Star Trek: Enterprise: Temporada 1: Vox Sola","20/03/2017"
"Star Trek: Enterprise: Temporada 1: Detidos","20/03/2017"
"Star Trek: Enterprise: Temporada 1: Oásis","19/03/2017"
"Star Trek: Enterprise: Temporada 1: Aquisição","13/03/2017"
"Star Trek: Enterprise: Temporada 1: Planeta errante","13/03/2017"
"O homem que viu o infinito","12/03/2017"
"Star Trek: Enterprise: Temporada 1: Fusão","09/03/2017"
"Star Trek: Enterprise: Temporada 1: Cápsula Auxiliar I","09/03/2017"
"Sherlock: Temporada 2: Um escândalo em Belgrávia","05/03/2017"
"The Crown: Temporada 1: Gloriana","04/03/2017"
"The Crown: Temporada 1: Assassinos","03/03/2017"
"The Crown: Temporada 1: Orgulho e Alegria","02/03/2017"
"The Crown: Temporada 1: Saber é Poder","26/02/2017"
"Star Trek: Enterprise: Temporada 1: Cães adormecidos","21/02/2017"
"The Crown: Temporada 1: Explosivo","20/02/2017"
"The Royals: Temporada 1: Casamentos da Realeza","20/02/2017"
"The Crown: Temporada 1: Ilusões","20/02/2017"
"The Crown: Temporada 1: Ato Divino","19/02/2017"
"The Crown: Temporada 1: Windsor","19/02/2017"
"THX 1138","13/02/2017"
"The Crown: Temporada 1: Hyde Park Corner","13/02/2017"
"A Máquina do Tempo","12/02/2017"
"The Crown: Temporada 1: Wolferton Splash","12/02/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 4","11/02/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 3","11/02/2017"
"Star Trek: Enterprise: Temporada 1: Caro Doutor","08/02/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 2","29/01/2017"
"Star Trek: Enterprise: Temporada 1: Inimigo silencioso","29/01/2017"
"Olga","29/01/2017"
"Jornada nas Estrelas: A nova geração: Temporada 3: Ménage à Troi","29/01/2017"
"Star Trek: Enterprise: Temporada 1: Frente fria","24/01/2017"
"Star Trek: Enterprise: Temporada 1: Mercadores do espaço","24/01/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 1","23/01/2017"
"Good Morning Call: Temporada 1: Enfim a sós","23/01/2017"
"Codegirl","23/01/2017"
"Star Trek: Enterprise: Temporada 1: Civilização","20/01/2017"
"Star Trek: Enterprise: Temporada 1: Quebrando o gelo","19/01/2017"
"Star Trek: Enterprise: Temporada 1: O incidente andoriano","16/01/2017"
"Star Trek: Enterprise: Temporada 1: Terra Nova","16/01/2017"
"Star Trek: Enterprise: Temporada 1: Inesperado","12/01/2017"
"Star Trek: Enterprise: Temporada 1: Explorar novos mundos","12/01/2017"
"Star Trek: Enterprise: Temporada 1: Luta ou fuga","12/01/2017"
"Contos Do Edgar: Season 1: Íris","11/01/2017"
"Jornada nas Estrelas: A nova geração: Temporada 4: Pistas","09/01/2017"
"Jornada nas Estrelas: A nova geração: Temporada 1: Solidão","08/01/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Uma simples investigação","07/01/2017"
"Star Trek: Voyager: Temporada 2: Inocência","31/12/2016"
"Star Trek – A Série Animada: Temporada 1: Além da estrela mais distante","24/12/2016"
"3%: Temporada 1: Capítulo 08: Botão","18/12/2016"
"3%: Temporada 1: Capítulo 07: Cápsula","10/12/2016"
"Buffy the Vampire Slayer: Temporada 6: A inundação","09/12/2016"
"Buffy the Vampire Slayer: Temporada 6: Vida em série","09/12/2016"
"3%: Temporada 1: Capítulo 06: Vidro","08/12/2016"
"3%: Temporada 1: Capítulo 05: Água","05/12/2016"
"3%: Temporada 1: Capítulo 04: Portão","04/12/2016"
"Jornada nas estrelas: Temporada 2: O sucessor","04/12/2016"
"Jornada nas estrelas: Temporada 1: Operação: Aniquilar!","04/12/2016"
"3%: Temporada 1: Capítulo 03: Corredor","03/12/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Aquele que não tiver pecados...","01/12/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Nem dos fortes a peleja","01/12/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Procurando Par'Mach nos lugares errados","01/12/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: À beira do Apocalipse","01/12/2016"
"3%: Temporada 1: Capítulo 02: Moedas","28/11/2016"
"3%: Temporada 1: Capítulo 01: Cubos","28/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Elo partido","27/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Quebra de contrato","27/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Nave em perigo","27/11/2016"
"Stranger Things: Capítulo oito: De ponta-cabeça","26/11/2016"
"Stranger Things: Capítulo sete: A banheira","23/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: O cerco","21/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: O Círculo","21/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: A volta para casa","21/11/2016"
"The Expanse: Temporada 1: Dulcineia","21/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: O colaborador","19/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: Verdades e mentiras","19/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 3: A casa de Quark","18/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Regras de combate","18/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: O sindicato","18/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 3: A sorte está lançada","18/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 3: Causa improvável","18/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: Regras de aquisição","18/11/2016"
"Stranger Things: Capítulo seis: O monstro","16/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Canções ferengi de amor","16/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Paraíso ameaçado","16/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Homenzinhos verdes","16/11/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Bashir, Julian Bashir","16/11/2016"
"Buffy the Vampire Slayer: Temporada 5: Fui feita para amar você","13/11/2016"
"Buffy the Vampire Slayer: Temporada 1: Bem-vindo à Boca do Inferno","13/11/2016"
"Stranger Things: Capítulo cinco: A pulga e o acrobata","13/11/2016"
"Stranger Things: Capítulo quatro: O corpo","07/11/2016"
"Stranger Things: Capítulo três: Caramba","07/11/2016"
"Stranger Things: Capítulo dois: A estranha da Maple Street","06/11/2016"
"Indiana Jones e o Reino da Caveira de Cristal","29/10/2016"
"Stranger Things: Capítulo um: O desaparecimento de Will Byers","24/10/2016"
"Tintin: The Calculus Affair","24/10/2016"
"As Aventuras de Tintim: Os Prisioneiros do Sol","24/10/2016"
"Indiana Jones e o Templo da Perdição","14/10/2016"
"Os Caçadores da Arca Perdida","09/10/2016"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Escondido na Luz","07/10/2016"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Aprofundando","07/10/2016"
"Tom Segura: Mostly Stories","07/10/2016"
"Scoop","05/10/2016"
"Paratodos","05/09/2016"
"Jornada nas estrelas: Nêmesis","29/08/2016"
"Os Caça-Fantasmas 2","18/07/2016"
"Rede de intrigas","29/06/2016"
"Vozes de uma Estrela Distante","28/06/2016"
"O Jardim das Palavras","28/06/2016"
"O Homem Que Matou o Facínora","27/06/2016"
"Janela indiscreta","27/06/2016"
"Sete Anos no Tibet","26/06/2016"
"As Aventuras de Tintim: Temporada 2: Tintin in Tibet: Parte 2","25/06/2016"
"As Aventuras de Tintim: Temporada 2: Tintin in Tibet: Parte 1","25/06/2016"
"Lareira em 4K: Lareira crepitante, versão clássica","19/06/2016"
"O Congreso Futurista","10/06/2016"
"Chef's Table: Volume 2: Alex Atala","10/06/2016"
"Esquadrão Bizarro: Temporada 1: Efeito zero / Ursos azarados","10/06/2016"
"Cauby - Começaria Tudo Outra Vez","28/05/2016"
"A Mulher Faz o Homem","28/05/2016"
"Penny Dreadful: Temporada 1: Trabalho noturno","16/05/2016"
"Clube de compras Dallas","02/05/2016"
"O Escorpião de Jade","20/03/2016"
"Chatô, O Rei do Brasil","22/02/2016"
"Os 7 suspeitos","15/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 1","15/02/2016"
"Little Witch Academia: The Enchanted Parade","15/02/2016"
"The Bletchley Circle: Temporada 1: Decifrando o código de um assassino - parte 1","15/02/2016"
"A Dama Dourada","31/01/2016"
"Little Witch Academia","30/01/2016"
"O mordomo da Casa Branca","10/01/2016"
"S.O.S. tem um louco solto no espaço","15/12/2015"
"Testemunha de Acusação","07/12/2015"
"As Aventuras de Tintim: Temporada 2: Flight 714: Parte 1","06/12/2015"
"As Aventuras de Tintim: Temporada 2: Land of Black Gold: Parte 2","06/12/2015"
"As Aventuras de Tintim: Temporada 2: Land of Black Gold: Parte 1","06/12/2015"
"As Aventuras de Tintim: Temporada 2: Tintin and the Picaros: Parte 2","05/12/2015"
"Star Wars – Uma Nova Esperança","05/12/2015"
"As Aventuras de Tintim: Temporada 2: Tintin and the Picaros: Parte 1","27/11/2015"
"De Volta para o Futuro III","25/10/2015"
"Back in Time","25/10/2015"
"Sobral - O Homem que Não Tinha Preço","18/10/2015"
"Três Homens em Conflito","18/10/2015"
"Narcos: Temporada 1: A espada de Simón Bolívar","15/10/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: De Pé na Via Láctea","12/10/2015"
"Tempo de despertar","12/10/2015"
"Dr. Fantástico","07/10/2015"
"A incrível história de Adaline","20/09/2015"
"O artista","13/09/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Sem Medo do Escuro","08/09/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: O Novo Mundo Livre","08/09/2015"
"Paris-Manhattan","04/09/2015"
"Narcos: Temporada 1: A chegada","31/08/2015"
"Gotham: Temporada 1: Piloto","28/08/2015"
"Mudbloods","28/08/2015"
"A Vingança da Pantera Cor-de-Rosa","20/08/2015"
"Um Tiro no Escuro","20/08/2015"
"O Jovem Frankenstein","31/07/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Os Imortais","30/07/2015"
"Meu Malvado Favorito 2","26/07/2015"
"Malícia","05/07/2015"
"Hoop Dreams","02/07/2015"
"TEDTalks: Maquinações robóticas: Maquinações Robóticas: Todd Kuiken: Um braço prostético que sente","25/06/2015"
"TEDTalks: Maquinações robóticas: Maquinações Robóticas: Vijay Kumar: Robots That Fly... and Cooperate","25/06/2015"
"TEDTalks: Invenção radical: Invenção Radical: Jack Choi: na mesa de dissecação virtual","14/06/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Os Mundos Perdidos do Planeta Terra","08/06/2015"
"Miss Fisher's Murder Mysteries: Temporada 1: Cocaína","07/06/2015"
"The Haunting Hour: The Haunting Hour: Temporada 1: Você Mesma: Parte 1","07/06/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: As Irmãs do Sol","07/06/2015"
"Criação","31/05/2015"
"Moving Art: Temporada 1: Flores","22/05/2015"
"Where Is Flight MH370?","18/05/2015"
"Orphan Black: Temporada 1: Seleção natural","18/05/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Um Céu Cheio de Fantasmas","15/05/2015"
"WALL-E","07/05/2015"
"Bombón: El Perro","06/05/2015"
"Particle Fever","05/05/2015"
"Dilbert: Temporada 2: Episódio 13","05/05/2015"
"Downton Abbey: Temporada 3: Especial de Natal","03/05/2015"
"Downton Abbey: Temporada 3: Episódio 8","28/04/2015"
"TED Talks: Mastigue isso: Mastigue isso: Jamie Oliver faz seu desejo do Prêmio TED: Ensinar a todas crianças sobre comida","27/04/2015"
"Downton Abbey: Temporada 3: Episódio 7","27/04/2015"
"Downton Abbey: Temporada 3: Episódio 6","25/04/2015"
"Downton Abbey: Temporada 3: Episódio 5","16/04/2015"
"Downton Abbey: Temporada 3: Episódio 4","15/04/2015"
"Downton Abbey: Temporada 3: Episódio 3","14/04/2015"
"Space Jam - O Jogo do Século","13/04/2015"
"Downton Abbey: Temporada 3: Episódio 2","13/04/2015"
"Downton Abbey: Temporada 3: Episódio 1","11/04/2015"
"Dilbert: Temporada 2: Episódio 9","10/04/2015"
"Dilbert: Temporada 1: Episódio 8","10/04/2015"
"Downton Abbey: Temporada 2: Natal em Downton Abbey","09/04/2015"
"Downton Abbey: Temporada 2: Episódio 8","08/04/2015"
"Downton Abbey: Temporada 2: Episódio 7","06/04/2015"
"O poderoso chefão","06/04/2015"
"Downton Abbey: Temporada 2: Episódio 6","05/04/2015"
"Downton Abbey: Temporada 2: Episódio 5","04/04/2015"
"Arquivo X: Temporada 5: Suspeitos incomuns","04/04/2015"
"Arquivo X: Temporada 3: A guerra das baratas","04/04/2015"
"Downton Abbey: Temporada 2: Episódio 4","03/04/2015"
"Downton Abbey: Temporada 2: Episódio 3","02/04/2015"
"Dilbert: Temporada 1: Episódio 9","01/04/2015"
"Dilbert: Temporada 1: Episódio 7","01/04/2015"
"Dilbert: Temporada 1: Episódio 6","01/04/2015"
"Downton Abbey: Temporada 2: Episódio 2","31/03/2015"
"Downton Abbey: Temporada 2: Episódio 1","30/03/2015"
"Downton Abbey: Temporada 1: Episódio 7","30/03/2015"
"Downton Abbey: Temporada 1: Episódio 6","30/03/2015"
"Downton Abbey: Temporada 1: Episódio 5","29/03/2015"
"Downton Abbey: Temporada 1: Episódio 4","28/03/2015"
"Downton Abbey: Temporada 1: Episódio 3","27/03/2015"
"Downton Abbey: Temporada 1: Episódio 2","25/03/2015"
"Downton Abbey: Temporada 1: Episódio 1","20/03/2015"
"Era uma vez: Temporada 1: Uma terra sem magia","18/03/2015"
"Era uma vez: Temporada 1: Uma maçã vermelha como sangue","09/03/2015"
"Contos Do Edgar: Season 1: Priscila","07/03/2015"
"Era uma vez: Temporada 1: O estranho","05/03/2015"
"Contos Do Edgar: Season 1: Berê","04/03/2015"
"Equilibrium","04/03/2015"
"1984.0","18/02/2015"
"Era uma vez: Temporada 1: O retorno","18/02/2015"
"O Segredo dos Seus Olhos","17/02/2015"
"Era uma vez: Temporada 1: O homem do estábulo","17/02/2015"
"Era uma vez: Temporada 1: O chapéu mágico","17/02/2015"
"A boa mentira","16/02/2015"
"A Escolha de Sofia","16/02/2015"
"Era uma vez: Temporada 1: O coração das trevas","16/02/2015"
"Knights of Sidonia: Temporada 1: O começo","15/02/2015"
"O enigma da pirâmide","15/02/2015"
"Era uma vez: Temporada 1: A capa vermelha","15/02/2015"
"Era uma vez: Temporada 1: Sonhador","11/02/2015"
"Era uma vez: Temporada 1: O que aconteceu com Frederick","09/02/2015"
"De Volta para o Futuro II","09/02/2015"
"Era uma vez: Temporada 1: Beleza externa","08/02/2015"
"Era uma vez: Temporada 1: O fruto da árvore venenosa","07/02/2015"
"Garota Interrompida","06/02/2015"
"Era uma vez: Temporada 1: O café da manhã","05/02/2015"
"Arquivo X: Temporada 1: Homem elástico","05/02/2015"
"Era uma vez: Temporada 1: O verdadeiro norte","04/02/2015"
"Psicose","03/02/2015"
"Era uma vez: Temporada 1: Almas desesperadas","02/02/2015"
"Secret Window","31/01/2015"
"Era uma vez: Temporada 1: Coração é um caçador solitário","29/01/2015"
"Era uma vez: Temporada 1: O pastor","26/01/2015"
"Era uma vez: Temporada 1: A voz interior","18/01/2015"
"Era uma vez: Temporada 1: O preço da magia","17/01/2015"
"Era uma vez: Temporada 1: Neve e paixão","15/01/2015"
"Era uma vez: Temporada 1: Aquilo que você mais ama","15/01/2015"
"Como treinar o seu dragão","11/01/2015"
"Era uma vez: Temporada 1: Piloto","14/12/2014"
"O menino do pijama listrado","12/12/2014"
"Meu Malvado Favorito","30/11/2014"
"O Livro de Eli","18/11/2013"
"The Way Steve Jobs Has Changed the World","18/11/2013"
"Azumi","18/08/2013"
"Numb3rs: Temporada 1: Pilot","10/08/2013"
"Jornada nas Estrelas: A nova geração: Temporada 3: Laços de Família","04/08/2013"
"Jornada nas Estrelas: A nova geração: Temporada 3: Quem Observa os Observadores?","04/08/2013"
"O planeta dos macacos","14/07/2013"
"Além da imaginação (Série original): Temporada 3: The Midnight Sun","13/07/2013"
"Além da imaginação (Série original): Temporada 1: Mr. Denton on Doomsday","13/07/2013"
"Duna","08/07/2013"
"Para Roma, com amor","08/07/2013"
"Os miseráveis","07/07/2013"
"Além da imaginação (Série original): Temporada 1: One for the Angels","07/07/2013"
"Além da imaginação (Série original): Temporada 1: Where Is Everybody?","05/07/2013"
"Jogos Vorazes","05/07/2013"
"Arquivo X: Temporada 1: Piloto","05/07/2013"
